title,rate
covid19 covid 19,0
mark_beast,1
petition via,1
19 infection,1
like coronavirus,1
confirmed covid,0
last_days,1
trump rally,1
coronavirus disabled,1
4thofjuly coronavirus,1
people covid,0
caso coronavirus,1
hidden_meaning,1
rushmore event,1
264 nuevos,1
world news,1
rise coronavirus,1
ivanka_trump,1
rfid_microchip,1
trump said,1
straight_day,1
getting closer,1
six_months,1
03_07,1
happy_independence,1
quarantine free,1
download_app,1
reported_today,1
well_soon,1
19 still,1
2020 07,1
seems_like,1
coronavirus virus,1
please wear,1
microchip_mark,1
wearing face,1
coronavirus still,1
housing towers,1
4thofjuly covid19,0
tell_us,1
hairdressers reopen,1
news via,1
three_months,1
245 251,1
please stay,1
covid 19,0
coronavirus cases,1
19 cases,1
coronavirus covid19,0
new cases,1
covid19 coronavirus,0
coronavirus pandemic,1
nick_cordero,1
19 pandemic,1
wear_mask,1
social_distancing,1
coronavirus airborne,1
positive covid,0
new coronavirus,1
nuevos casos,1
casos covid,0
tested positive,1
donald_trump,1
claim coronavirus,1
new york,1
covid19 cases,0
new covid,0
239_experts,1
casos coronavirus,1
big_claim,1
130_000,1
coronavirus deaths,1
death_toll,1
news coronavirus,1
experts big,1
19 patients,1
bbc_news,1
fda commissioner,1
coronavirus covid,0
positive coronavirus,1
via_youtube,1
single_day,1
death_rate,1
covid19 pandemic,0
test positive,1
stay_home,1
totally_harmless,1
gon_na,1
coronavirus outbreak,1
casos_confirmados,1
200_000,1
due covid,0
united_states,1
07 2020,1
24_horas,1
24_hours,1
19 deaths,1
public_health,1
cases harmless,1
broadway_actor,1
july 2020,1
cordero_dies,1
wear_masks,1
19 vaccine,1
white_house,1
cases covid,0
wearing_mask,1
due coronavirus,1
19 di,1
due covid19,0
trump claim,1
coronavirus vaccine,1
many_people,1
july_4th,1
fourth_july,1
claim_99,1
cases totally,1
dies 41,1
corona virus,1
ultimas_24,1
4th_july,1
19 complications,1
casos positivos,1
tests positive,1
dies covid,0
looks_like,1
year_old,1
drunk people,1
coronavirus lockdown,1
confirmed cases,1
socially distance,1
positive cases,1
broadway_star,1
wearing_masks,1
05 07,1
active cases,1
19 crisis,1
long_term,1
coronavirus crisis,1
people died,1
coronavirus via,1
amid coronavirus,1
crystal clear,1
19 via,1
99 covid,0
second_wave,1
good_news,1
trump claims,1
star_nick,1
spread coronavirus,1
stay_safe,1
york_times,1
10 000,1
cases coronavirus,1
sars_cov,1
000 new,1
actor_nick,1
clear drunk,1
new_normal,1
us covid,0
muertes covid,0
pandemia coronavirus,1
spread covid,0
new covid19,0
da covid,0
live_updates,1
study_finds,1
back trump,1
scientists_say,1
penularan covid,0
died covid,0
people socially,1
jaga_jarak,1
000 coronavirus,1
novel coronavirus,1
19 testing,1
president trump,1
99 coronavirus,1
amid covid,0
19 test,1
casos covid19,0
total cases,1
ghislaine_maxwell,1
commissioner declines,1
000 people,1
19 lockdown,1
new deaths,1
say coronavirus,1
via_nytimes,1
independence_day,1
coronavirus crystal,1
communist_party,1
19 coronavirus,1
total_number,1
herd_immunity,1
coronavirus live,1
claims 99,1
bill_gates,1
covid19 patients,0
face_masks,1
spread covid19,0
positivo covid,0
fake_news,1
health care,1
gt_gt,1
chinese_communist,1
30 mil,1
coronavirus death,1
one_day,1
battle covid,0
pandemia covid,0
contact_tracing,1
go_back,1
coronavirus updates,1
last_24,1
risiko_penularan,1
jarak_sosial,1
terhadap_risiko,1
pembaharuan_status,1
status_jaga,1
sosial social,1
distancing_terhadap,1
jakarta_kcioke,1
kcioke_ptkci,1
cases reported,1
julio_2020,1
first_time,1
nursing_homes,1
casos nuevos,1
wash_hands,1
30 000,1
face_mask,1
coronavirus response,1
two_weeks,1
bogor_zona,1
stasiun_bogor,1
ptkci_stasiunbogor,1
died coronavirus,1
19 death,1
000 americans,1
top_story,1
positivo coronavirus,1
muertes coronavirus,1
save_lives,1
000 dead,1
cases deaths,1
people_dying,1
highest_single,1
19 virus,1
coronavirus update,1
positive covid19,0
number cases,1
cases covid19,0
murio coronavirus,1
000 covid,0
realdonaldtrump_cnn,1
peter_navarro,1
contagios coronavirus,1
coronavirus argentina,1
come_clean,1
social_distance,1
needs_come,1
pandemi covid,0
pandemia covid19,0
clean coronavirus,1
party_needs,1
lives_matter,1
contagios covid,0
every_day,1
navarro_chinese,1
get covid,0
rest_peace,1
19 new,1
fox_news,1
new hampshire,1
coronavirus infections,1
fight covid,0
19 positive,1
linked covid,0
dna linked,1
covid19 deaths,0
florida_texas,1
number coronavirus,1
loved_ones,1
declines back,1
around_world,1
world health,1
common_cold,1
cordero dead,1
inherited neanderthals,1
black_lives,1
defend trump,1
meaning_behind,1
failed leadership,1
06 07,1
19 inherited,1
revise_recommendations,1
du coronavirus,1
commissioner refuses,1
must_read,1
100_000,1
50 000,1
19 response,1
neanderthals study,1
americans_died,1
19 tests,1
people die,1
since_march,1
post covid,0
china coronavirus,1
coronavirus patients,1
000 deaths,1
young_people,1
please_help,1
last_week,1
ask_revise,1
go_away,1
penanganan covid,0
years_ago,1
19 outbreak,1
19 spread,1
covid19 covid,0
us coronavirus,1
last_night,1
experts_say,1
covid coronavirus,0
social_media,1
ministerio_salud,1
stasiunbogor stasiunstasiunbogor,1
11 000,1
trump coronavirus,1
make_sure,1
china virus,1
infections surge,1
maxwell tested,1
joni_ernst,1
jawa_timur,1
refuses defend,1
wan_na,1
24 850,1
coronavirus covid 19,0
nygovcuomo_nycmayor,1
dio_positivo,1
help_us,1
anti cuarentena,1
public_housing,1
cashless_society,1
hundreds_scientists,1
fight covid19,0
protokol_kesehatan,1
dr_fauci,1
cases surge,1
000 casos,1
vaccine timeline,1
realdonaldtrump_foxnews,1
harmless covid,0
pandemic covid19,0
cases rise,1
test_results,1
airborne_ask,1
health_organization,1
dies coronavirus,1
organizaba marchas,1
trump comments,1
recovery_rate,1
new post,1
covid19 corona,0
look_like,1
comments harmless,1
get coronavirus,1
mental_health,1
19 case,1
testing positive,1
99 us,1
cases vaccine,1
dead 41,1
covid cases,0
million people,1
south_africa,1
one big,1
19 infections,1
casos_activos,1
cordero_broadway,1
132 000,1
realdonaldtrump_nygovcuomo,1
72nd birthday,1
000 cases,1
coronavirus testing,1
misleading_claim,1
months covid,0
nuevos_contagios,1
common_sense,1
people like,1
please_take,1
rip nick,1
great news,1
number covid,0
19 em,1
get tested,1
marchas anti,1
harmless infections,1
99 percent,1
reports_record,1
muertos coronavirus,1
opening pubs,1
coronavirus complications,1
join_us,1
per_day,1
2020 07,1
19 anakkereta,1
anakkereta krlcommuterline,1
krlcommuterline commuterline,1
commuterline krl,1
coronavirus quarantine,1
covid19 sarscov2,0
covid covid19,0
america covid,0
covid19 lockdown,0
quinto pais,1
coronavirus surge,1
kanye_west,1
corona coronavirus,1
fight coronavirus,1
covid19 positive,0
worst_hit,1
wife amanda,1
hampshire jail,1
lopinavir_ritonavir,1
died covid19,0
covid 19 coronavirus,0
houston hospitals,1
impact covid,0
day spike,1
total deaths,1
origen coronavirus,1
believe covid,0
cases today,1
cuarentena murio,1
11 photo,1
covid19 crisis,0
mil casos,1
photo dies,1
airborne_transmission,1
joe_biden,1
surge coronavirus,1
experts one,1
gestion_crise,1
god_bless,1
muertos covid,0
american_people,1
saudi_arabia,1
virus covid,0
positif covid,0
take_care,1
famous 11,1
mortes covid,0
die covid,0
fatality_rate,1
daily_thanks,1
krl jakarta,1
read_article,1
41 months,1
breaking_news,1
florida_reports,1
epidemic status,1
number people,1
amanda kloots,1
months_ago,1
india_mitega,1
mitega_india,1
please wear,1
handling covid,0
kimberly_guilfoyle,1
cases confirmed,1
19 update,1
global_pandemic,1
doj reports,1
jail doj,1
keep_safe,1
coronavirus india,1
need_know,1
19 amp,1
30 366,1
covid19 amp,0
like covid,0
positivos covid,0
reopen america,1
41 coronavirus,1
man famous,1
mortality_rate,1
deaths covid,0
healthcare_workers,1
coronavirus disease,1
19 may,1
mark_beast,1
rushed reopen,1
actor dies,1
people get,1
coronavirus spread,1
hidden_meaning,1
global coronavirus,1
get_sick,1
des pompiers,1
help prevent,1
stop_spread,1
covid deaths,0
obama_failed,1
corona covid19,0
via_yahoonews,1
da positivo,1
19 infection,1
florida_arizona,1
says something,1
task_force,1
trump rushed,1
crisis covid19,0
please read,1
100 days,1
1millioncovidtestsinap apfightscorona,0
people still,1
pacientes covid,0
rfid_microchip,1
in_the,1
wuhan_lab,1
covid closing,0
key_workers,1
microchip_mark,1
would_like,1
risk coronavirus,1
former director,1
pubs schools,1
response covid,0
slow_spread,1
like coronavirus,1
well_done,1
even_though,1
coronavirus battle,1
anthony_costello,1
vacuna covid,0
stepping forward,1
new death,1
florida coronavirus,1
schools says,1
du covid,0
coronavirus case,1
something priorities,1
confirmed covid,0
world news,1
record daily,1
infection rate,1
get covid19,0
daily cases,1
covid19 virus,0
brote coronavirus,1
boris_johnson,1
highest_number,1
deaths reported,1
05_2020,1
across_country,1
trump says,1
via_nyt,1
coronavirus news,1
19 florida,1
reports new,1
trump jr,1
coronavirus covid19,0
number deaths,1
coronavirus trump,1
director anthony,1
19 mexico,1
day record,1
thank_nhs,1
sundayvibes covid19,0
deaths coronavirus,1
cases 24,1
response coronavirus,1
fought hard,1
com covid,0
holiday_weekend,1
trump_administration,1
fallecidos covid,0
of covid,0
washington_post,1
caso coronavirus,1
family_friends,1
19 situation,1
mayor says,1
back_work,1
blm_protests,1
mask_wearing,1
got_ta,1
need live,1
losing epidemic,1
happy_birthday,1
government support,1
covid 19,0
coronavirus cases,1
19 cases,1
coronavirus pandemic,1
19 pandemic,1
coronavirus covid19,0
nick_cordero,1
covid19 coronavirus,0
new cases,1
positive covid,0
tested positive,1
wear_mask,1
herd_immunity,1
new covid,0
death_toll,1
130_000,1
casos covid,0
covid19 cases,0
new coronavirus,1
new york,1
due covid,0
positive coronavirus,1
covid19 pandemic,0
social_distancing,1
nuevos casos,1
donald_trump,1
white_house,1
19 deaths,1
casos coronavirus,1
coronavirus deaths,1
19 patients,1
coronavirus covid,0
united_states,1
pandemi covid,0
due coronavirus,1
sign_petition,1
tests positive,1
protokol_kesehatan,1
petition via,1
death_rate,1
via_youtube,1
public_health,1
july 2020,1
coronavirus airborne,1
jair_bolsonaro,1
test positive,1
gon_na,1
atlanta_mayor,1
19 crisis,1
19 via,1
covid19 sign,0
due covid19,0
coronavirus outbreak,1
via change,1
casos_confirmados,1
every american,1
19 death,1
stay_home,1
corona virus,1
forca covid,0
news coronavirus,1
bbc_news,1
nursing_homes,1
cases covid,0
2000_month,1
moneyforthepeople covid19,0
wearing_mask,1
american_moneyforthepeople,1
give_2000,1
month_every,1
da covid,0
care_homes,1
amid coronavirus,1
boris_johnson,1
19 vaccine,1
coronavirus crisis,1
realdonaldtrump bubbawallace,1
spread coronavirus,1
19 testing,1
hidup_bersih,1
bersih_dan,1
wear_masks,1
broadway_actor,1
cordero_dies,1
penyebaran covid,0
actor_nick,1
casos positivos,1
lance_bottoms,1
sars_cov,1
keisha_lance,1
first_time,1
19 test,1
24_horas,1
new_normal,1
confirmed cases,1
many_people,1
bubonic plague,1
covid19 coronavirus,0
mortality_rate,1
uma_gripezinha,1
100_000,1
mayor_keisha,1
evidence herd,1
long_term,1
spread covid,0
broadway_star,1
adds evidence,1
antibodies study,1
amid covid,0
gt_gt,1
pandemia coronavirus,1
novel coronavirus,1
24_hours,1
china virus,1
so_uma,1
19 di,1
dies 41,1
positive cases,1
totally_harmless,1
funeral victimas,1
stay_safe,1
wearing_masks,1
looks_like,1
coronavirus patients,1
06 07,1
com covid,0
grow numb,1
time high,1
coronavirus via,1
president trump,1
active cases,1
positivo covid,0
19 outbreak,1
fake_news,1
new covid19,0
year_old,1
cases coronavirus,1
spread covid19,0
bolsonaro com,1
people died,1
pandemia covid,0
coronavirus lockdown,1
last_week,1
get tested,1
kita_lawan,1
face_masks,1
care home,1
lawan covid,0
positive covid19,0
fight covid,0
live_updates,1
coronavirus covid19,0
19 response,1
ultimas_24,1
impact covid,0
99 coronavirus,1
third_worst,1
cases deaths,1
health care,1
covid19 deaths,0
worst_hit,1
coronavirus vaccine,1
19 virus,1
york_times,1
new deaths,1
com sintomas,1
cases harmless,1
000 americans,1
07 2020,1
19 coronavirus,1
total cases,1
good_news,1
contact_tracing,1
casos covid19,0
trump_administration,1
via_gatewaypundit,1
pandemia covid19,0
19 dengan,1
patuhi_protokol,1
mental_health,1
coronavirus infections,1
post covid,0
terapkan hidup,1
000 people,1
realdonaldtrump covid,0
coronavirus live,1
19 antibodies,1
every_day,1
scientists_say,1
died covid,0
000 deaths,1
masa_pandemi,1
face_mask,1
go_back,1
two_weeks,1
polriajaktatananhidupbaru dengan,1
coronavirus death,1
case covid,0
coronavirus updates,1
dan sehatbersama,1
sehatbersama kita,1
people_dying,1
around_world,1
lives_matter,1
died coronavirus,1
19 complications,1
study spain,1
di_masa,1
cases rise,1
historico_atleta,1
coronavirus update,1
american_people,1
small_business,1
star_nick,1
victimas covid,0
experts_say,1
positivo coronavirus,1
coronavirus aid,1
test_results,1
victimas coronavirus,1
health_officials,1
wash_hands,1
us coronavirus,1
cases reported,1
julio_2020,1
spain adds,1
total_number,1
10 billion,1
dengan terapkan,1
du coronavirus,1
fauci_says,1
covid19 patients,0
000 dead,1
get covid,0
fullest look,1
racial inequity,1
look yet,1
dr_fauci,1
loved_ones,1
young_people,1
million people,1
covid19 covid19,0
coronavirus complications,1
menggunakan_masker,1
19 infections,1
inequity coronavirus,1
19 update,1
join_us,1
hit country,1
make_sure,1
response covid,0
people die,1
yet racial,1
second_wave,1
virus corona,1
di_tengah,1
small_businesses,1
coronavirus argentina,1
covid19 covid19,0
americans_died,1
realdonaldtrump coronavirus,1
19 lockdown,1
muertes covid,0
casos nuevos,1
connected lobbyists,1
cases surge,1
world health,1
coronavirus response,1
miami_dade,1
take_care,1
19 em,1
hundreds_scientists,1
post covid19,0
india_mitega,1
19 tests,1
trump connected,1
social_distance,1
mitega_india,1
06 2020,1
coronavirus test,1
10 000,1
coronavirus testing,1
say coronavirus,1
19 spread,1
coronavirus new,1
black_lives,1
dio_positivo,1
last_24,1
19 may,1
contagios covid,0
19 positive,1
save_lives,1
health minister,1
jaga_jarak,1
fox_news,1
claim coronavirus,1
number cases,1
please_help,1
testing positive,1
mencegah_penyebaran,1
contagios coronavirus,1
since_march,1
coronavirus relief,1
casos_activos,1
cases covid19,0
sintomas covid,0
dies covid,0
muertes coronavirus,1
across_country,1
america coronavirus,1
pandemic covid19,0
200_000,1
nursing_home,1
mild case,1
deaths coronavirus,1
tested covid,0
000 new,1
covid19 crisis,0
covid coronavirus,0
people get,1
handling covid,0
deaths covid,0
baju_lengan,1
help_us,1
sarung_tangan,1
lengan_panjang,1
tangan_memakai,1
need_know,1
americans grow,1
masker_sarung,1
number covid,0
johns_hopkins,1
132 000,1
president_donald,1
back_work,1
memakai_baju,1
great news,1
people tested,1
coronavirus disease,1
federal coronavirus,1
bad think,1
dan_sehat,1
anti police,1
breaking_news,1
blog_post,1
country covid,0
go_away,1
hand_sanitizer,1
19 impact,1
penyebaran virus,1
sound bad,1
41 coronavirus,1
19 polriajaktatananhidupbaru,1
pacientes covid,0
think mild,1
realdonaldtrump trump,1
anthony_fauci,1
says tested,1
pencegahan_penyebaran,1
social_media,1
19 us,1
get coronavirus,1
50 000,1
sintomas coronavirus,1
prueba covid,0
cases totally,1
19 sound,1
airborne spread,1
dari covid,0
nygovcuomo_nycmayor,1
india becomes,1
19 mortality,1
cegah_penyebaran,1
officials_say,1
becomes third,1
wan_na,1
months_ago,1
positivos covid,0
common_cold,1
number coronavirus,1
coronavirus tests,1
fight covid19,0
claim_99,1
misa funeral,1
revise_recommendations,1
via_nytimes,1
sebagai_upaya,1
239_experts,1
19 case,1
federal_government,1
trump coronavirus,1
bill_gates,1
battle covid,0
coronavirus spread,1
coronavirus corona,1
tens_thousands,1
single_day,1
fight coronavirus,1
000 coronavirus,1
top_story,1
trump campaign,1
tengah_wabah,1
saeednamaki mb ghalibaf,1
keep_safe,1
one_day,1
task_force,1
upaya_mencegah,1
wabah pandemi,1
covid 19 coronavirus,0
sehat_di,1
look_like,1
19 sangat,1
died covid19,0
prinsip_hidup,1
new post,1
dengan_menggunakan,1
dies coronavirus,1
sangat_diutamakan,1
diutamakan_sebagai,1
us fda_tuckercarlson,1
tuckercarlson_foxnews,1
coronavirus india,1
china coronavirus,1
pedophile pastor,1
recovery_rate,1
months covid,0
us covid,0
covid cases,0
ministerio_salud,1
response coronavirus,1
realdonaldtrump us fda,1
global_pandemic,1
number people,1
keep business,1
us brazil,1
covid19 amp,0
tom_hanks,1
corona di,1
numb escalating,1
19 amp,1
fatality_rate,1
6jul fanb,1
holiday_weekend,1
tips keep,1
airborne_transmission,1
july_4th,1
cordero_broadway,1
covid covid19,0
dr_anthony,1
coronavirus covid 19,0
ee_uu,1
com uma,1
health_department,1
would_like,1
nuevos_contagios,1
kesehatan covid,0
need_help,1
coronavirus antibodies,1
afloat covid,0
fanb gnbcuidandodelpueblo,1
business afloat,1
ask_revise,1
sparked new,1
bottoms says,1
joe_biden,1
covid19 covid,0
covid19 testing,0
du covid,0
cases day,1
faca seu,1
positivity_rate,1
covid19 sarscov2,0
19 traves,1
healthcare_workers,1
stop_spread,1
in_the,1
seu trabalho,1
di_pusat,1
get_sick,1
19 related,1
washington_post,1
bolsonaro sintomas,1
got_ta,1
uma noticia,1
239 scientists,1
pedro_sanchez,1
please_take,1
coronavirus may,1
covid19 lockdown,0
hopes americans,1
prevent_spread,1
impact covid19,0
19 new,1
19 situation,1
covid19 virus,0
monday_july,1
gnbcuidandodelpueblo cuarentenaradicalpreventiva,1
covid19 corona,0
per_day,1
cases cities,1
corona covid19,0
republicans face,1
covid 19menerapkan,0
19menerapkan prinsip,1
critical choice,1
coronavirus republicans,1
fin_semana,1
health_organization,1
police demonstrations,1
new blog,1
trump gaslights,1
gaslights america,1
face critical,1
demonstrations may,1
may sparked,1
in_person,1
realdonaldtrump_potus,1
spain coronavirus,1
final_year,1
south_africa,1
prime_minister,1
berbelanja_di,1
com coronavirus,1
19 numbers,1
coronavirus world,1
cities acknowledge,1
pusat_pembelanjaanaman,1
pembelanjaanaman_berbelanja,1
penanganan covid,0
high_risk,1
nuevo coronavirus,1
19 infection,1
slow_spread,1
rest_world,1
aman_dari,1
iranianstudentslivesmatter slmt dnshjw,1
back_school,1
99 covid,0
billion federal,1
airborne_ask,1
people like,1
41 months,1
let_us,1
ghislaine_maxwell,1
eu_nao,1
crisis coronavirus,1
years_ago,1
big_claim,1
get back,1
feel_like,1
covid 19,0
jair_bolsonaro,1
19 cases,1
coronavirus cases,1
19 pandemic,1
tests positive,1
coronavirus pandemic,1
positive coronavirus,1
positive covid,0
coronavirus covid19,0
covid19 coronavirus,0
new cases,1
tested positive,1
bolsonaro tests,1
wear_mask,1
president jair,1
brazil president,1
protokol_kesehatan,1
positivo covid,0
death_rate,1
care_homes,1
covid19 pandemic,0
bbc_news,1
death_toll,1
spread covid,0
new covid,0
realdonaldtrump_washtimes,1
due covid,0
social_distancing,1
covid19 cases,0
herd_immunity,1
news coronavirus,1
casos covid,0
new coronavirus,1
nuevos casos,1
united_states,1
pandemi covid,0
new york,1
positivo coronavirus,1
boris_johnson,1
19 vaccine,1
test positive,1
brazilian_president,1
com covid,0
public_health,1
donald_trump,1
world health,1
coronavirus covid,0
da positivo,1
dio_positivo,1
19 deaths,1
presidente_brasil,1
tom_hanks,1
casos coronavirus,1
coronavirus vaccine,1
19 patients,1
via_youtube,1
president bolsonaro,1
health_organization,1
coronavirus deaths,1
coronavirus outbreak,1
care home,1
penyebaran covid,0
amid coronavirus,1
gon_na,1
wear_masks,1
19 crisis,1
due coronavirus,1
19 via,1
19 testing,1
july 2020,1
wearing_mask,1
confirmed cases,1
130_000,1
due covid19,0
da covid,0
fight covid,0
coronavirus death,1
wearing_masks,1
trump_administration,1
white_house,1
coronavirus crisis,1
19 death,1
24_horas,1
bolsonaro coronavirus,1
amid covid,0
patuhi_protokol,1
uma_gripezinha,1
nursing_homes,1
cases covid,0
casos_confirmados,1
gt_gt,1
stay_home,1
contact_tracing,1
07 07,1
coronavirus relief,1
spread coronavirus,1
airborne spread,1
first_time,1
novel coronavirus,1
covid19 covid19,0
new_normal,1
coronavirus lockdown,1
covid19 coronavirus,0
many_people,1
coronavirus via,1
president trump,1
bolsonaro da,1
07 2020,1
19 test,1
so_uma,1
corona virus,1
casos positivos,1
first wave,1
19 dengan,1
di_masa,1
masa_pandemi,1
live_updates,1
24_hours,1
10 000,1
positive covid19,0
long_term,1
pandemia coronavirus,1
sars_cov,1
face_masks,1
menggunakan_masker,1
testing positive,1
19 di,1
active cases,1
evidence_emerging,1
stay_safe,1
spread covid19,0
second_wave,1
fake_news,1
year_old,1
ultimas_24,1
pandemia covid,0
looks_like,1
covid tracker,0
cases surge,1
died covid,0
positive cases,1
19 response,1
mortality_rate,1
sign_petition,1
sarung_tangan,1
go_back,1
testa_positivo,1
airborne_transmission,1
masker_sarung,1
19 polriajaktatananhidupbaru,1
health care,1
jaga_jarak,1
baju_lengan,1
new deaths,1
atlanta_mayor,1
pandemic covid19,0
lengan_panjang,1
tangan_memakai,1
impact covid,0
knee deep,1
memakai_baju,1
pandemia covid19,0
coronavirus live,1
make_sure,1
coronavirus brazil,1
19 outbreak,1
young_people,1
virus corona,1
coronavirus patients,1
emerging_airborne,1
reopen_schools,1
hidup_bersih,1
19 tests,1
cases coronavirus,1
covid19 covid19,0
brazil_bolsonaro,1
bersih_dan,1
back_school,1
nursing_home,1
hand_sanitizer,1
brasil jair,1
19 virus,1
coronavirus response,1
months_ago,1
mental_health,1
wash_hands,1
pubs close,1
petition via,1
small_businesses,1
dr_fauci,1
handling covid,0
people died,1
19 lockdown,1
prueba covid,0
coronavirus covid19,0
penyebaran virus,1
pencegahan_penyebaran,1
covid19 deaths,0
post covid,0
coronavirus airborne,1
positivo covid19,0
cegah_penyebaran,1
panjang membawa,1
single_day,1
small_business,1
covid19 crisis,0
tisu basah,1
face_mask,1
membawa tisu,1
100_000,1
coronavirus aid,1
get tested,1
19 coronavirus,1
deep first,1
us coronavirus,1
di_tengah,1
new covid19,0
bolsonaro com,1
florida teen,1
every_day,1
good_news,1
join covid,0
china virus,1
cases rise,1
anthony_fauci,1
wave coronavirus,1
open_schools,1
dengan_menggunakan,1
total cases,1
19 case,1
com covid19,0
julio_2020,1
tracker ireland,1
000 people,1
schools_reopen,1
cases deaths,1
last_week,1
ireland fight,1
positive tests,1
international_students,1
tuckercarlson_foxnews,1
000 new,1
via_nytimes,1
get covid,0
prueba coronavirus,1
york_times,1
casos covid19,0
around_world,1
fauci_says,1
basah hand,1
coronavirus update,1
high_risk,1
join_us,1
bolsonaro tested,1
us fda_tuckercarlson,1
nao_tem,1
20 000,1
fight coronavirus,1
donaldjtrumpjr kimguilfoyle,1
died coronavirus,1
post covid19,0
berbelanja_di,1
mattgaetz richardgrenell,1
two_weeks,1
richardgrenell donaldjtrumpjr,1
bolsonaro testa,1
contagios coronavirus,1
19 positive,1
cases reported,1
coronavirus updates,1
coronavirus argentina,1
close positive,1
historico_atleta,1
joe west,1
trump coronavirus,1
kepada_masyarakat,1
in_person,1
testou_positivo,1
covid19 covid,0
million people,1
realdonaldtrump us fda,1
19 relief,1
help_us,1
vacuna covid,0
eu_nao,1
medidas_prevencion,1
deu positivo,1
du coronavirus,1
positivo prueba,1
kesehatan covid,0
back_work,1
covid19 sign,0
da_puta,1
da_cloroquina,1
200_000,1
bolsonaro dio,1
fauci_warns,1
realdonaldtrump mattgaetz,1
trumpstudents realdonaldtrump,1
response covid,0
across_country,1
19 update,1
foreign_students,1
india_mitega,1
mayor_keisha,1
mitega_india,1
19 impact,1
coronavirus test,1
000 000,1
last_24,1
du covid,0
in_the,1
new post,1
coronavirus infections,1
people_dying,1
covid19 patients,0
19 em,1
corona di,1
global_pandemic,1
johns_hopkins,1
coronavirus testing,1
via_gatewaypundit,1
19 infections,1
got covid,0
social_media,1
casos nuevos,1
killing people,1
contagios covid,0
get_sick,1
covid19 amp,0
ee_uu,1
coronavirus tests,1
000 deaths,1
people die,1
total_number,1
ayo_bersama,1
19 amp,1
dan tetap,1
us covid,0
cases covid19,0
mencegah_penyebaran,1
coronavirus spread,1
of_the,1
tetap jaga,1
via_breitbartnews,1
di_pusat,1
bersama_cegah,1
one_day,1
dan_sehat,1
via_ukchange,1
coronavirus loans,1
test_results,1
breaking_news,1
two_months,1
need_know,1
physical_distancing,1
fox_news,1
government handling,1
health_officials,1
nuevo coronavirus,1
coronavirus trump,1
social_distance,1
polriajaktatananhidupbaru ayo,1
death_rates,1
lance_bottoms,1
fight covid19,0
000 covid,0
daily coronavirus,1
keisha_lance,1
warp_speed,1
washington_post,1
schools_open,1
get coronavirus,1
stop_spread,1
pusat_pembelanjaanaman,1
pembelanjaanaman_berbelanja,1
save_lives,1
public_inquiry,1
lives_matter,1
filho_da,1
000 americans,1
com_cloroquina,1
covid covid19,0
per million,1
take_action,1
bill_gates,1
com coronavirus,1
sanitizer dan,1
prime_minister,1
church party,1
nick_cordero,1
19 spread,1
ele nao,1
trump donors,1
take covid,0
test coronavirus,1
muertes covid,0
would_like,1
reviewing evidence,1
sehat_di,1
wabah pandemi,1
look_like,1
fatality_rate,1
hold_public,1
final_year,1
tengah_wabah,1
airborne coronavirus,1
prinsip_hidup,1
federal_government,1
bolsonaro_diz,1
19 sangat,1
sebagai_upaya,1
covid19 lockdown,0
face_covering,1
tested covid,0
schools amid,1
upaya_mencegah,1
aman_dari,1
inquiry_government,1
loved_ones,1
ta com,1
sangat_diutamakan,1
epa approves,1
diutamakan_sebagai,1
presidente jair,1
coronavirus pubs,1
19 patient,1
covid19 corona,0
wan_na,1
muertes coronavirus,1
covid coronavirus,0
relief program,1
exame covid,0
cautionary_tale,1
bolsonaro presidente,1
casos_activos,1
il coronavirus,1
people like,1
menerapkan_protokol,1
go_away,1
bolsonaro covid,0
dari covid,0
polriajaktatananhidupbaru polriajaktatananhidupbaru,1
common_sense,1
cheatingskill land,1
land acquisition,1
acquisition neighborseducation,1
neighborseducation master,1
massacre innocentsachievements,1
china updated,1
1949hobby cheatingskill,1
master ditchingexperience,1
ditchingexperience massacre,1
innocentsachievements spread,1
american_people,1
coronavirus covid 19,0
crisis coronavirus,1
since_march,1
south_africa,1
wear_face,1
19 situation,1
ministerio_salud,1
distancia social,1
operation_warp,1
china coronavirus,1
take_care,1
19 related,1
coronavirus disease,1
study_finds,1
really good,1
dr_anthony,1
cases today,1
care_workers,1
world_cautionary,1
hernan aleman,1
number covid,0
covid19 positive,0
florida_texas,1
next_year,1
still knee,1
pressure governors,1
bolsonaro positivo,1
become world,1
covid19 sarscov2,0
positif_au,1
positif covid,0
covid19 testing,0
contagio coronavirus,1
black_lives,1
kesehatan untuk,1
health_department,1
millions coronavirus,1
get back,1
impact covid19,0
little flu,1
people get,1
per_day,1
2020 07,1
slow_spread,1
whitehouse_realdonaldtrump,1
federal coronavirus,1
covid 19 coronavirus,0
spread virus,1
hong_kong,1
reopening_schools,1
task_force,1
welcome_back,1
sweden_become,1
nuevos_contagios,1
covid deaths,0
says coronavirus,1
qu_il,1
please_help,1
healthcare_workers,1
number cases,1
climate_change,1
untuk pencegahan,1
brasil da,1
teen died,1
ele vai,1
billion coronavirus,1
us world,1
top_story,1
donors among,1
negativo prueba,1
lawan covid,0
agar tetap,1
nao sou,1
well_done,1
hal ini,1
mil casos,1
icu_beds,1
19 seriously,1
teste_positif,1
get covid19,0
seems_like,1
evidence airborne,1
mejor vacuna,1
post coronavirus,1
covid cases,0
prevent_spread,1
recipients coronavirus,1
test covid,0
au covid,0
million covid,0
died covid19,0
